show_id,viewer_id,episodes_started,episodes_completed,total_hours_watched,viewing_month,binge_watched
SH2058,V10250,12,5,4.4,2024-03,False
SH2021,V10250,20,6,5.1,2024-10,True
SH2032,V10251,23,21,7.4,2024-05,False
SH2036,V10251,5,3,1.8,2024-02,False
SH2004,V10251,16,11,5.2,2024-01,False
SH2049,V10251,6,4,3.4,2024-06,False
SH2013,V10251,4,3,1.6,2024-06,False
SH2002,V10251,25,16,7.7,2024-10,False
SH2031,V10251,18,15,11.1,2023-12,True
SH2052,V10251,8,5,2.8,2024-02,True
SH2054,V10251,5,3,1.1,2023-12,True
SH2009,V10251,18,12,6.8,2024-05,False
SH2028,V10251,17,12,8.5,2024-08,False
SH2016,V10252,2,1,0.4,2024-08,False
SH2019,V10252,4,1,0.4,2024-08,False
SH2043,V10252,5,2,1.4,2024-08,False
SH2024,V10252,10,7,5.8,2023-12,False
SH2059,V10252,6,3,1.5,2024-04,False
SH2007,V10252,34,20,15.3,2024-01,True
SH2025,V10253,3,1,0.8,2024-07,False
SH2030,V10253,3,2,1.6,2024-02,False
SH2017,V10253,22,17,10.4,2024-05,True
SH2019,V10253,3,0,0.0,2024-10,False
SH2050,V10253,25,15,6.1,2024-09,False
SH2010,V10253,14,12,10.2,2024-01,True
SH2034,V10253,3,2,1.1,2024-06,False
SH2048,V10253,16,8,6.1,2024-04,False
SH2044,V10253,1,0,0.0,2024-03,False
SH2051,V10253,15,9,4.5,2024-06,True
SH2005,V10253,2,1,0.7,2024-04,False
SH2039,V10253,4,3,2.5,2024-01,False
SH2047,V10253,2,1,0.5,2024-02,False
SH2054,V10253,1,0,0.0,2023-11,False
SH2029,V10254,3,2,1.0,2024-02,False
SH2056,V10254,31,22,9.3,2024-03,True
SH2010,V10254,34,32,27.9,2024-04,True
SH2031,V10254,19,14,8.6,2023-12,False
SH2054,V10254,9,8,7.1,2024-10,True
SH2030,V10254,11,9,4.2,2023-12,True
SH2023,V10254,10,4,3.1,2024-06,False
SH2015,V10254,2,1,0.5,2023-11,False
SH2052,V10255,10,6,2.5,2024-02,True
SH2059,V10255,6,5,3.3,2023-11,False
SH2051,V10255,12,8,2.5,2024-08,True
SH2048,V10255,30,18,13.3,2023-12,False
SH2014,V10255,5,4,3.2,2024-01,True
SH2037,V10255,3,2,1.7,2024-10,False
SH2048,V10256,22,9,3.4,2024-03,False
SH2044,V10256,5,2,1.8,2024-10,False
SH2047,V10256,2,1,0.6,2024-09,False
SH2030,V10256,9,7,3.8,2024-07,False
SH2055,V10256,38,19,9.1,2024-07,False
SH2006,V10257,2,1,0.5,2024-10,False
SH2023,V10257,16,9,5.8,2024-05,True
SH2002,V10257,14,10,5.8,2023-12,False
SH2011,V10257,1,0,0.0,2024-02,False
SH2001,V10257,40,23,19.0,2024-06,False
SH2003,V10257,4,2,0.6,2024-04,False
SH2043,V10257,7,6,5.1,2024-01,False
SH2019,V10257,1,0,0.0,2024-04,False
SH2054,V10257,9,6,2.0,2024-01,False
SH2012,V10257,1,0,0.0,2023-11,False
SH2027,V10257,4,2,1.6,2024-01,False
SH2050,V10258,2,0,0.0,2023-12,False
SH2045,V10258,45,41,29.5,2024-03,False
SH2025,V10258,41,35,19.1,2023-11,True
SH2004,V10258,2,1,0.3,2023-11,False
SH2001,V10258,31,26,17.3,2024-07,False
SH2007,V10258,21,12,3.8,2024-06,True
SH2049,V10258,34,22,13.9,2024-02,True
SH2032,V10258,28,23,12.8,2024-10,False
SH2031,V10258,17,13,6.3,2024-03,True
SH2021,V10259,1,0,0.0,2024-03,False
SH2032,V10259,20,13,6.4,2024-10,False
SH2005,V10259,4,3,1.3,2024-06,False
SH2009,V10259,11,4,3.3,2023-11,False
SH2057,V10259,1,0,0.0,2024-02,False
SH2006,V10259,5,3,1.0,2024-06,False
SH2011,V10259,9,6,4.4,2024-04,False
SH2033,V10259,3,2,1.7,2024-03,False
SH2056,V10259,3,1,0.3,2024-02,False
SH2018,V10259,5,3,1.0,2024-04,True
SH2041,V10260,15,10,3.8,2024-10,True
SH2004,V10260,23,15,12.9,2024-06,False
SH2033,V10260,8,6,1.9,2024-02,True
SH2038,V10260,8,6,2.5,2024-04,True
SH2006,V10260,5,4,1.5,2024-02,True
SH2048,V10260,8,5,3.1,2024-03,False
SH2007,V10260,6,5,3.8,2024-04,True
SH2032,V10260,22,11,5.3,2024-01,False
SH2059,V10260,5,4,3.0,2024-06,False
SH2051,V10261,30,21,13.0,2024-08,True
SH2048,V10261,40,35,13.4,2024-04,False
SH2016,V10261,2,1,0.6,2024-09,False
SH2030,V10261,11,8,6.9,2024-06,True
SH2052,V10261,4,3,2.1,2024-09,True
SH2036,V10261,4,2,0.6,2024-02,False
SH2025,V10261,49,35,26.7,2024-04,True
SH2029,V10261,1,0,0.0,2024-09,False
SH2053,V10261,49,40,16.6,2024-07,True
SH2055,V10261,46,35,16.4,2024-05,True
SH2022,V10261,1,0,0.0,2023-11,False
SH2008,V10261,10,9,7.4,2024-06,False
SH2036,V10262,2,1,0.6,2023-12,False
SH2006,V10262,4,2,1.3,2024-06,False
SH2005,V10262,2,1,0.7,2023-11,False
SH2033,V10262,5,4,3.3,2024-01,False
SH2020,V10263,11,5,2.6,2024-01,False
SH2027,V10263,4,2,0.8,2024-01,False
SH2039,V10263,3,1,0.4,2024-01,False
SH2019,V10263,2,1,0.3,2024-09,False
SH2049,V10263,27,24,19.9,2024-08,True
SH2003,V10263,1,0,0.0,2024-02,False
SH2058,V10263,3,2,0.7,2024-05,False
SH2018,V10263,1,0,0.0,2024-05,False
SH2010,V10263,13,10,6.9,2024-06,True
SH2005,V10263,7,5,3.1,2024-02,True
SH2037,V10264,56,43,16.6,2024-05,False
SH2051,V10264,29,26,15.0,2024-08,False
SH2042,V10264,22,14,9.8,2024-10,True
SH2022,V10264,9,3,2.6,2024-08,True
SH2025,V10264,11,6,3.8,2024-03,False
SH2056,V10264,25,21,15.4,2024-04,True
SH2057,V10264,7,5,2.9,2023-11,False
SH2039,V10264,8,5,2.8,2024-07,False
SH2031,V10264,14,11,3.4,2024-06,False
SH2057,V10265,7,3,2.2,2024-04,True
SH2022,V10265,9,7,4.6,2024-08,True
SH2024,V10265,5,3,1.5,2024-03,True
SH2050,V10265,38,24,19.2,2024-01,False
SH2052,V10265,15,11,9.9,2023-12,False
SH2023,V10265,10,3,2.6,2023-11,False
SH2037,V10265,6,4,2.4,2023-11,False
SH2010,V10265,18,13,4.7,2023-11,False
SH2000,V10265,61,45,16.4,2023-12,True
SH2026,V10265,25,23,11.8,2024-02,False
SH2025,V10265,30,23,16.8,2024-06,True
SH2059,V10265,4,3,2.5,2024-09,False
SH2048,V10265,3,1,0.4,2024-09,False
SH2018,V10265,6,4,1.4,2024-06,False
SH2049,V10266,7,6,3.9,2024-06,False
SH2039,V10266,8,5,1.6,2024-02,True
SH2056,V10266,37,24,20.9,2024-02,True
SH2010,V10266,10,7,3.3,2024-04,True
SH2009,V10266,13,11,6.4,2024-05,True
SH2021,V10267,18,15,11.5,2024-08,False
SH2056,V10267,28,22,13.9,2024-06,False
SH2057,V10267,8,3,2.3,2024-07,False
SH2011,V10267,7,5,3.0,2024-08,False
SH2055,V10267,19,12,10.2,2024-06,True
SH2033,V10267,8,4,2.2,2024-04,True
SH2028,V10267,29,26,22.7,2024-09,True
SH2039,V10267,4,2,1.4,2024-03,False
SH2049,V10267,9,8,2.7,2024-06,True
SH2047,V10267,2,0,0.0,2024-01,False
SH2009,V10267,16,9,3.7,2024-04,False
SH2034,V10267,8,6,4.6,2024-02,True
SH2030,V10267,5,1,0.6,2023-12,False
SH2027,V10267,3,1,0.9,2024-09,False
SH2008,V10268,5,2,1.2,2024-09,False
SH2049,V10268,38,33,20.7,2023-12,False
SH2003,V10268,2,1,0.6,2024-07,False
SH2023,V10268,2,1,0.7,2024-07,False
SH2013,V10268,3,2,0.7,2024-06,False
SH2051,V10268,59,31,15.8,2024-07,False
SH2009,V10268,1,0,0.0,2024-07,False
SH2041,V10268,4,3,1.6,2024-04,False
SH2034,V10268,3,1,0.7,2024-01,False
SH2042,V10268,12,10,8.7,2024-04,True
SH2050,V10268,30,5,4.0,2023-11,False
SH2014,V10268,4,2,1.3,2024-05,False
SH2046,V10269,12,8,6.7,2024-06,True
SH2030,V10269,9,4,2.0,2024-03,True
SH2015,V10269,4,3,1.0,2023-12,True
SH2027,V10269,1,0,0.0,2024-04,False
SH2004,V10269,21,18,12.8,2024-08,True
SH2041,V10269,4,3,2.2,2024-08,False
SH2012,V10269,24,14,5.7,2024-08,True
SH2009,V10269,14,7,5.8,2024-08,True
SH2050,V10269,30,25,19.1,2024-04,False
SH2045,V10269,4,2,1.7,2024-08,False
SH2049,V10269,43,15,9.8,2024-06,False
SH2054,V10270,2,0,0.0,2024-07,False
SH2015,V10270,6,3,2.2,2024-10,False
SH2027,V10270,4,3,2.6,2024-03,True
SH2039,V10270,3,2,1.5,2024-02,False
SH2018,V10270,7,6,2.1,2024-02,False
SH2024,V10270,30,10,6.1,2023-11,False
SH2028,V10271,52,47,19.0,2024-06,True
SH2043,V10271,9,3,2.7,2024-04,True
SH2011,V10271,5,4,3.5,2024-08,True
SH2030,V10271,3,1,0.9,2023-11,False
SH2004,V10271,53,38,20.8,2023-11,True
SH2029,V10271,4,3,2.6,2024-08,False
SH2003,V10271,5,2,1.2,2024-01,False
SH2025,V10271,19,13,10.0,2024-03,False
SH2027,V10271,3,1,0.5,2024-04,False
SH2006,V10271,1,0,0.0,2024-02,False
SH2020,V10271,44,38,24.6,2024-08,True
SH2007,V10271,5,4,1.8,2024-09,False
SH2017,V10272,4,2,1.2,2024-08,False
SH2024,V10272,19,15,7.4,2024-08,False
SH2012,V10272,9,5,3.6,2024-07,False
SH2011,V10272,9,6,2.5,2024-04,False
SH2005,V10272,9,7,2.1,2024-08,False
SH2055,V10272,13,11,6.8,2024-06,False
SH2008,V10272,9,8,5.4,2024-02,True
SH2017,V10273,28,15,8.9,2024-01,False
SH2043,V10273,20,15,7.5,2024-08,False
SH2046,V10273,13,6,4.9,2024-07,True
SH2028,V10273,4,2,1.0,2024-02,False
SH2056,V10273,2,1,0.7,2024-09,False
SH2013,V10273,3,1,0.8,2024-02,False
SH2007,V10273,46,26,8.0,2024-06,False
SH2014,V10273,43,25,18.3,2024-09,False
SH2049,V10273,19,7,2.9,2024-06,False
SH2032,V10273,9,8,6.7,2024-09,False
SH2001,V10273,27,14,10.4,2024-03,False
SH2003,V10274,3,2,1.7,2024-08,False
SH2008,V10274,4,3,1.8,2024-01,True
SH2047,V10274,1,0,0.0,2023-11,False
SH2037,V10274,5,1,0.6,2023-11,False
SH2032,V10274,23,16,13.2,2024-02,True
SH2043,V10274,10,7,2.6,2024-04,True
SH2001,V10274,34,30,21.6,2024-04,True
SH2040,V10274,40,34,29.9,2024-02,False
SH2056,V10274,32,15,7.0,2024-04,True
SH2041,V10274,7,6,5.4,2024-03,True
SH2058,V10274,15,13,4.1,2024-09,False
SH2038,V10275,7,3,2.2,2023-12,True
SH2007,V10275,27,20,12.7,2024-09,True
SH2014,V10275,42,36,24.2,2024-07,False
SH2059,V10275,5,3,2.1,2024-07,True
SH2043,V10276,12,8,3.8,2024-10,False
SH2015,V10276,5,4,3.1,2024-06,False
SH2046,V10276,28,27,24.1,2023-12,False
SH2053,V10276,48,29,24.2,2024-07,False
SH2009,V10276,21,13,7.0,2024-03,False
SH2041,V10276,20,18,15.6,2024-10,False
SH2045,V10277,23,12,10.4,2024-05,True
SH2050,V10277,21,17,10.6,2024-10,False
SH2039,V10277,7,4,2.9,2024-05,False
SH2043,V10277,2,1,0.6,2023-12,False
SH2016,V10277,4,1,0.4,2024-06,False
SH2010,V10277,18,11,4.3,2024-10,False
SH2014,V10277,32,26,10.3,2024-02,False
SH2008,V10277,7,5,4.2,2024-07,False
SH2032,V10277,20,10,8.4,2024-03,True
SH2036,V10277,5,2,1.3,2024-06,False
SH2001,V10277,11,5,2.0,2024-02,True
SH2042,V10277,27,22,6.7,2024-03,False
SH2044,V10277,4,2,1.6,2023-12,False
SH2044,V10278,6,4,1.5,2023-12,False
SH2009,V10278,17,11,5.2,2024-02,True
SH2034,V10278,4,2,1.7,2024-05,False
SH2021,V10278,21,15,13.3,2024-01,True
SH2048,V10278,31,28,9.2,2024-02,True
SH2023,V10278,21,13,5.4,2024-05,True
SH2002,V10278,18,16,14.4,2024-07,False
SH2049,V10278,16,11,9.6,2024-01,False
SH2022,V10278,5,2,1.6,2024-03,False
SH2008,V10278,1,0,0.0,2024-09,False
SH2018,V10279,4,2,0.8,2024-05,False
SH2020,V10279,46,18,12.9,2024-08,False
SH2021,V10279,5,4,3.4,2024-01,True
SH2015,V10279,4,3,1.6,2024-05,False
SH2056,V10279,2,1,0.8,2024-10,False
SH2048,V10279,16,12,9.5,2023-12,True
SH2034,V10279,11,10,4.5,2024-01,True
SH2045,V10279,15,11,7.1,2024-01,False
SH2022,V10279,5,3,1.6,2024-06,True
SH2048,V10280,39,28,14.5,2024-05,False
SH2013,V10280,7,5,2.8,2024-10,False
SH2003,V10280,4,2,0.7,2024-09,False
SH2015,V10280,4,3,1.8,2024-01,True
SH2057,V10280,7,1,0.8,2024-08,False
SH2013,V10281,2,1,0.7,2024-06,False
SH2033,V10281,8,6,3.4,2024-08,False
SH2021,V10281,24,17,6.4,2024-02,False
SH2050,V10281,6,4,2.6,2024-01,False
SH2036,V10281,2,1,0.3,2024-05,False
SH2014,V10281,34,26,21.8,2024-01,False
SH2044,V10281,5,3,2.4,2024-02,False
SH2057,V10281,3,1,0.7,2024-10,False
SH2039,V10281,8,3,1.8,2023-11,False
SH2046,V10281,6,3,1.9,2024-07,False
SH2049,V10281,23,19,12.7,2024-04,False
SH2047,V10281,1,0,0.0,2024-04,False
SH2007,V10281,24,13,11.0,2023-12,False
SH2026,V10281,20,12,9.9,2024-01,False
SH2004,V10281,10,7,3.1,2023-12,True
SH2029,V10282,13,9,3.9,2024-06,True
SH2019,V10282,1,0,0.0,2024-06,False
SH2015,V10282,2,1,0.7,2024-02,False
SH2033,V10282,8,5,2.4,2024-05,True
SH2048,V10282,5,3,2.0,2024-10,False
SH2023,V10282,4,3,2.4,2024-02,True
SH2040,V10283,42,28,10.2,2024-06,True
SH2018,V10283,4,2,0.8,2024-09,False
SH2054,V10283,6,4,2.7,2024-09,False
SH2011,V10283,9,6,2.9,2024-02,False
SH2024,V10283,12,7,4.7,2024-09,False
SH2044,V10283,4,3,1.7,2024-01,True
SH2037,V10283,1,0,0.0,2024-03,False
SH2057,V10283,5,3,1.4,2024-09,True
SH2008,V10283,8,4,3.2,2024-08,True
SH2053,V10283,17,12,9.9,2024-06,True
SH2006,V10283,5,1,0.5,2024-10,False
SH2019,V10283,1,0,0.0,2024-07,False
SH2039,V10283,8,2,0.9,2024-03,False
SH2031,V10283,12,9,6.3,2024-03,False
SH2020,V10284,34,27,8.7,2024-04,True
SH2000,V10284,50,32,10.4,2024-01,False
SH2007,V10284,44,16,10.3,2023-12,True
SH2016,V10284,4,0,0.0,2024-01,False
SH2023,V10285,22,14,12.2,2024-10,True
SH2015,V10285,4,2,1.3,2024-03,False
SH2032,V10285,34,19,8.5,2024-07,False
SH2009,V10285,9,7,5.6,2024-05,True
SH2019,V10285,4,1,0.8,2024-05,False
SH2002,V10285,27,18,8.5,2024-03,True
SH2004,V10285,6,5,1.7,2024-09,False
SH2039,V10285,4,1,0.6,2024-02,False
SH2006,V10285,5,3,1.8,2024-02,False
SH2034,V10285,3,2,1.0,2024-06,False
SH2058,V10285,13,7,6.0,2024-03,True
SH2056,V10285,6,4,2.0,2024-06,True
SH2049,V10285,38,30,24.8,2024-02,False
SH2014,V10286,40,33,16.0,2024-01,False
SH2049,V10286,19,11,4.2,2023-12,True
SH2034,V10286,10,9,8.0,2024-03,True
SH2006,V10286,6,4,2.9,2024-02,False
SH2012,V10286,16,4,1.5,2024-08,True
SH2013,V10286,5,3,1.4,2024-04,True
SH2021,V10286,18,17,11.2,2024-06,True
SH2018,V10286,8,6,2.2,2024-04,False
SH2040,V10286,3,2,1.7,2024-06,False
SH2005,V10286,1,0,0.0,2024-03,False
SH2043,V10286,18,10,7.1,2024-09,True
SH2004,V10286,3,2,0.7,2024-05,False
SH2047,V10287,2,1,0.9,2024-03,False
SH2023,V10287,3,2,0.7,2024-07,False
SH2036,V10287,1,0,0.0,2024-07,False
SH2053,V10287,4,3,2.6,2024-03,True
SH2033,V10288,6,5,1.7,2024-06,False
SH2059,V10288,6,3,1.6,2024-08,False
SH2014,V10288,42,27,20.7,2024-07,True
SH2025,V10288,6,2,1.5,2024-09,False
SH2031,V10288,4,3,1.7,2023-12,False
SH2016,V10288,1,0,0.0,2024-08,False
SH2043,V10288,9,6,3.0,2024-08,False
SH2056,V10288,32,23,13.6,2024-10,False
SH2057,V10288,12,5,4.4,2024-05,True
SH2047,V10288,2,1,0.7,2024-05,False
SH2004,V10288,49,43,14.4,2024-06,True
SH2058,V10288,25,20,16.3,2024-05,False
SH2046,V10288,21,15,5.3,2024-04,True
SH2000,V10288,21,19,11.2,2024-04,True
SH2020,V10288,8,6,3.2,2024-09,False
SH2011,V10289,4,3,1.3,2024-04,True
SH2004,V10289,7,5,4.5,2024-07,False
SH2019,V10289,2,1,0.5,2024-02,False
SH2028,V10289,1,0,0.0,2024-10,False
SH2030,V10289,1,0,0.0,2024-01,False
SH2056,V10289,43,22,8.8,2023-11,False
SH2052,V10289,5,3,1.4,2024-06,False
SH2031,V10289,19,17,8.8,2024-03,True
SH2052,V10290,4,3,2.0,2024-10,True
SH2030,V10290,3,2,1.3,2024-08,False
SH2058,V10290,11,7,5.9,2024-01,True
SH2047,V10290,4,3,2.5,2023-12,False
SH2015,V10290,7,4,1.6,2024-01,False
SH2020,V10290,2,1,0.7,2023-12,False
SH2005,V10290,2,0,0.0,2024-05,False
SH2008,V10290,11,10,6.4,2024-03,True
SH2034,V10290,12,7,6.0,2024-10,False
SH2026,V10290,17,15,9.1,2023-11,False
SH2049,V10290,18,8,5.8,2024-08,False
SH2014,V10290,34,13,6.1,2024-06,True
SH2022,V10291,2,1,0.6,2024-07,False
SH2029,V10291,6,5,4.5,2024-01,False
SH2055,V10291,30,25,10.6,2023-11,True
SH2053,V10291,47,44,16.5,2024-08,False
SH2028,V10291,11,6,2.3,2023-11,False
SH2054,V10291,6,2,0.7,2024-10,False
SH2051,V10291,17,9,6.7,2024-04,True
SH2007,V10291,40,15,6.0,2024-08,False
SH2009,V10291,12,5,4.4,2024-04,True
SH2004,V10291,10,9,4.2,2023-12,False
SH2044,V10291,6,3,2.5,2024-09,False
SH2005,V10291,1,0,0.0,2023-11,False
SH2018,V10291,7,4,1.9,2024-05,False
SH2033,V10292,6,5,2.0,2024-06,False
SH2040,V10292,13,7,4.4,2024-05,False
SH2014,V10292,1,0,0.0,2024-08,False
SH2005,V10293,10,5,4.5,2024-09,True
SH2027,V10293,1,0,0.0,2023-12,False
SH2015,V10293,4,3,1.3,2023-12,False
SH2020,V10293,32,28,13.1,2023-12,False
SH2044,V10293,5,2,1.8,2024-05,False
SH2012,V10293,3,2,0.9,2024-01,False
SH2056,V10293,36,15,5.1,2024-04,False
SH2030,V10293,11,9,3.6,2024-10,False
SH2024,V10293,16,11,9.9,2023-12,True
SH2002,V10293,11,9,3.7,2024-10,False
SH2034,V10293,6,5,2.0,2024-08,True
SH2052,V10294,4,2,1.3,2024-02,False
SH2048,V10294,35,19,12.0,2024-03,False
SH2022,V10294,5,3,2.6,2024-02,True
SH2030,V10294,3,2,1.5,2024-03,False
SH2027,V10294,1,0,0.0,2024-09,False
SH2059,V10294,5,4,1.7,2024-02,False
SH2009,V10294,5,4,3.5,2023-11,True
SH2033,V10294,2,1,0.7,2023-12,False
SH2027,V10295,1,0,0.0,2024-04,False
SH2057,V10295,11,8,2.9,2024-07,True
SH2051,V10295,46,38,17.6,2024-05,False
SH2021,V10295,19,13,6.2,2023-12,False
SH2032,V10295,14,6,3.1,2024-02,False
SH2009,V10295,4,2,1.2,2024-04,False
SH2055,V10295,48,23,16.6,2024-05,True
SH2041,V10295,18,8,2.8,2024-01,False
SH2008,V10295,5,3,2.3,2024-04,True
SH2018,V10295,7,6,5.1,2024-03,False
SH2020,V10295,12,7,5.5,2024-04,False
SH2027,V10296,1,0,0.0,2024-02,False
SH2029,V10296,10,8,4.7,2023-11,False
SH2004,V10296,27,21,9.8,2024-02,True
SH2030,V10296,5,3,2.2,2024-04,True
SH2018,V10296,3,2,0.9,2024-01,False
SH2034,V10296,12,10,7.6,2024-09,False
SH2033,V10296,2,1,0.3,2024-01,False
SH2007,V10296,28,13,7.1,2024-06,True
SH2044,V10296,2,0,0.0,2024-04,False
SH2022,V10296,9,6,3.1,2024-02,True
SH2008,V10297,11,7,5.0,2024-09,False
SH2058,V10297,24,18,5.8,2024-01,False
SH2009,V10297,19,14,8.6,2024-10,False
SH2037,V10297,7,5,2.7,2024-05,False
SH2028,V10297,8,6,2.9,2024-07,True
SH2001,V10298,22,17,7.0,2024-07,False
SH2052,V10298,5,4,3.2,2024-03,False
SH2019,V10298,2,1,0.5,2024-03,False
SH2027,V10298,2,1,0.5,2024-09,False
SH2033,V10298,2,1,0.6,2024-09,False
SH2054,V10298,3,2,1.1,2024-03,False
SH2012,V10298,20,15,4.9,2024-01,False
SH2055,V10298,7,4,1.3,2024-04,False
SH2032,V10298,28,23,7.1,2024-04,False
SH2003,V10298,5,4,1.9,2024-04,True
SH2021,V10298,19,14,5.0,2024-05,True
SH2053,V10299,38,31,19.2,2024-06,True
SH2019,V10299,3,2,1.3,2024-08,False
SH2024,V10299,8,4,1.5,2024-07,False
SH2036,V10299,3,2,1.3,2024-09,False
SH2057,V10299,7,4,2.4,2024-01,True
SH2023,V10299,17,12,10.2,2024-04,False
SH2050,V10299,1,0,0.0,2024-06,False
SH2015,V10299,5,4,1.6,2024-03,False
SH2055,V10299,40,22,17.8,2024-03,False
SH2008,V10299,11,10,7.1,2024-10,False
SH2020,V10299,1,0,0.0,2023-11,False
SH2007,V10299,43,19,15.2,2024-04,False
SH2041,V10299,31,19,16.6,2024-04,False
SH2054,V10299,9,7,5.8,2024-04,False
SH2011,V10299,2,1,0.4,2024-08,False
SH2026,V10300,30,21,10.3,2024-07,False
SH2009,V10300,7,6,3.6,2024-10,True
SH2050,V10300,34,23,9.8,2024-04,False
SH2011,V10300,3,2,0.6,2024-03,False
SH2055,V10300,47,38,32.6,2023-12,True
SH2029,V10301,9,7,3.8,2024-06,True
SH2033,V10301,6,4,1.4,2024-09,True
SH2015,V10301,4,3,1.2,2024-02,False
SH2052,V10301,12,9,4.9,2024-08,True
SH2046,V10301,3,2,0.9,2024-06,False
SH2058,V10301,7,5,4.1,2024-08,True
SH2021,V10301,14,7,4.5,2024-08,False
SH2005,V10301,6,3,1.6,2024-07,False
SH2001,V10301,37,14,8.9,2023-12,True
SH2056,V10301,24,13,9.3,2024-03,False
SH2057,V10301,3,2,0.9,2023-12,False
SH2012,V10301,23,19,6.5,2024-09,False
SH2039,V10301,5,2,1.0,2023-11,False
SH2010,V10301,24,10,7.3,2023-12,True
SH2037,V10302,13,10,7.7,2024-05,False
SH2004,V10302,25,18,7.5,2024-08,False
SH2053,V10302,34,18,12.6,2024-03,False
SH2014,V10302,22,17,7.0,2024-10,False
SH2057,V10302,5,3,1.2,2024-07,False
SH2039,V10302,4,1,0.4,2024-08,False
SH2049,V10302,2,1,0.7,2024-05,False
SH2043,V10302,5,2,1.1,2024-02,False
SH2054,V10302,7,3,1.3,2024-04,False
SH2006,V10303,1,0,0.0,2024-05,False
SH2030,V10303,9,6,2.1,2024-05,True
SH2004,V10303,26,17,11.6,2023-12,False
SH2021,V10303,24,9,5.5,2024-09,False
SH2005,V10303,5,3,1.1,2024-01,False
SH2007,V10303,20,15,7.6,2024-10,False
SH2056,V10303,26,19,15.3,2024-09,True
SH2017,V10303,15,8,5.8,2024-09,False
SH2047,V10303,1,0,0.0,2024-03,False
SH2042,V10303,20,15,12.9,2024-05,True
SH2010,V10303,32,21,9.7,2023-12,False
SH2044,V10303,5,4,2.2,2024-09,False
SH2034,V10303,5,3,2.5,2024-10,True
SH2022,V10303,3,2,1.5,2023-11,False
SH2053,V10303,42,26,18.2,2024-04,False
SH2033,V10304,5,4,1.7,2023-12,True
SH2019,V10304,4,3,2.6,2024-10,True
SH2026,V10304,17,11,7.3,2024-03,True
SH2024,V10305,1,0,0.0,2024-08,False
SH2000,V10305,16,5,2.6,2024-08,False
SH2046,V10305,20,11,9.0,2024-08,True
SH2019,V10305,2,1,0.7,2024-02,False
SH2034,V10306,2,1,0.6,2024-08,False
SH2002,V10306,35,21,16.3,2023-12,False
SH2021,V10306,14,11,8.4,2023-11,True
SH2038,V10306,6,4,2.0,2024-07,False
SH2038,V10307,7,5,4.4,2024-09,False
SH2050,V10307,10,7,6.1,2024-05,False
SH2022,V10307,3,2,1.3,2024-06,False
SH2010,V10307,6,5,3.4,2023-11,False
SH2033,V10307,7,6,4.5,2024-03,False
SH2032,V10307,26,18,16.1,2024-08,False
SH2008,V10307,4,1,0.4,2024-04,False
SH2038,V10308,2,1,0.7,2024-08,False
SH2014,V10308,32,23,19.1,2024-05,False
SH2041,V10308,25,19,15.5,2024-05,False
SH2052,V10308,1,0,0.0,2024-01,False
SH2009,V10308,8,7,3.0,2024-02,True
SH2013,V10308,6,4,1.5,2024-05,False
SH2006,V10308,5,3,2.1,2024-02,False
SH2015,V10308,2,0,0.0,2024-04,False
SH2019,V10308,2,1,0.5,2024-04,False
SH2018,V10308,4,3,2.6,2024-02,False
SH2011,V10309,9,6,2.4,2023-12,False
SH2025,V10309,60,47,39.5,2024-02,False
SH2007,V10309,37,27,13.8,2024-02,False
SH2050,V10309,24,12,8.0,2024-06,False
SH2020,V10309,15,12,5.4,2024-04,True
SH2014,V10309,1,0,0.0,2024-01,False
SH2026,V10309,14,12,3.8,2024-08,False
SH2028,V10310,1,0,0.0,2023-12,False
SH2016,V10310,1,0,0.0,2024-02,False
SH2043,V10310,3,2,1.0,2023-12,False
SH2020,V10310,45,30,21.6,2024-02,True
SH2039,V10310,8,4,3.4,2024-02,False
SH2008,V10311,6,4,3.4,2023-12,False
SH2006,V10311,5,4,1.6,2024-02,True
SH2025,V10311,38,35,19.0,2024-09,False
SH2021,V10311,4,2,0.8,2024-02,False
SH2055,V10311,13,11,6.4,2024-06,True
SH2013,V10311,9,7,5.3,2024-06,True
SH2016,V10311,3,2,1.4,2024-06,False
SH2004,V10311,41,23,15.7,2024-04,False
SH2054,V10312,8,6,3.9,2024-09,True
SH2022,V10312,2,1,0.8,2024-07,False
SH2049,V10312,35,30,9.2,2024-08,True
SH2003,V10313,1,0,0.0,2024-08,False
SH2022,V10313,7,5,2.2,2024-07,False
SH2029,V10313,2,1,0.4,2024-02,False
SH2057,V10313,8,5,3.8,2024-04,False
SH2043,V10313,6,3,1.5,2024-08,True
SH2010,V10313,2,1,0.7,2024-03,False
SH2008,V10313,4,2,0.6,2024-08,False
SH2034,V10313,12,8,5.9,2024-01,False
SH2021,V10313,3,1,0.4,2024-09,False
SH2047,V10313,4,3,2.5,2024-08,True
SH2051,V10313,53,45,31.6,2024-02,True
SH2023,V10313,9,5,3.4,2024-07,False
SH2032,V10314,20,16,9.0,2024-07,False
SH2052,V10314,1,0,0.0,2024-05,False
SH2001,V10314,5,3,1.8,2024-03,True
SH2031,V10314,22,15,7.5,2024-06,False
SH2041,V10314,7,4,2.5,2024-01,False
SH2008,V10314,9,6,2.3,2024-05,True
SH2047,V10314,2,1,0.7,2024-02,False
SH2037,V10314,42,26,21.2,2024-05,False
SH2027,V10314,1,0,0.0,2024-10,False
